label	character_id	character_value
Aepyceros melampus	1	browser
Aepyceros melampus	1	grazer
Aepyceros melampus	2	the Afrotropics
Aepyceros melampus	3	hydroxylapatite
Aepyceros melampus	4	213
Aepyceros melampus	5	730
Aepyceros melampus	6	Pliocene Epoch
Aepyceros melampus	7	least concern
Aepyceros melampus	8	13.36
Aepyceros melampus	9	196.74
Aepyceros melampus	10	1.4
Aepyceros melampus	11	terrestrial habitat
Aepyceros melampus	12	198
Aepyceros melampus	13	841.64
Aepyceros melampus	14	1
Aepyceros melampus	15	viviparous
Aepyceros melampus	16	2.36
Aepyceros melampus	16	1.97
Aepyceros melampus	17	Holocene Epoch
Aepyceros melampus	18	365
Aepyceros melampus	18	365
Aepyceros melampus	19	25.6
Aepyceros melampus	20	1480.32
Aepyceros melampus	21	0
Aepyceros melampus	21	37.6
Aepyceros melampus	21	1
Aepyceros melampus	22	actively mobile
Aepyceros melampus	23	0.0043
Aepyceros melampus	24	shrubland
Aepyceros melampus	24	savanna biome
Aepyceros melampus	24	savanna
Aepyceros melampus	24	arid
Aepyceros melampus	24	mountain
Aepyceros melampus	24	scrubland
Aepyceros melampus	24	terrestrial
Aepyceros melampus	24	grassland
Aepyceros melampus	24	farm
Aepyceros melampus	24	woodland area
Aepyceros melampus	24	tropical
Aepyceros melampus	24	terrestrial habitat
Aepyceros melampus	25	456
Aepyceros melampus	25	395
Aepyceros melampus	25	498.97
Aepyceros melampus	26	herbivore
Aepyceros melampus	27	1420
Aepyceros melampus	28	Angola
Aepyceros melampus	28	Botswana
Aepyceros melampus	28	Ethiopia
Aepyceros melampus	28	Mozambique
Aepyceros melampus	28	Malawi
Aepyceros melampus	28	Kenya
Aepyceros melampus	28	Zimbabwe
Aepyceros melampus	28	Zambia
Aepyceros melampus	28	Uganda
Aepyceros melampus	28	Swaziland
Aepyceros melampus	28	South Africa
Aepyceros melampus	28	Indian Ocean
Aepyceros melampus	28	South Atlantic
Aepyceros melampus	29	fossorial and/or ground dwelling only
Aepyceros melampus	30	extant
Aepyceros melampus	31	leaves of herbaceous plants
Aepyceros melampus	31	leaves of woody plants
Aepyceros melampus	31	leaves
Aepyceros melampus	31	plants
Aepyceros melampus	32	14563.8
Aepyceros melampus	32	5238.4
Aepyceros melampus	32	52591.69
Aepyceros melampus	33	20.4
Aepyceros melampus	34	5.333
Aepyceros melampus	35	diurnal
Aepyceros melampus	36	3926868.66
Aepyceros melampus	37	protein
Aepyceros melampus	38	carbohydrate
Aepyceros melampus	39	167
Aepyceros melampus	39	150
Aepyceros melampus	40	-28.42
Aepyceros melampus	40	-12.91
Aepyceros melampus	40	2.58
Aepyceros melampus	41	73.05
Aepyceros melampus	42	Kaokoveld desert
Aepyceros melampus	42	Masai xeric grasslands and shrublands
Aepyceros melampus	42	Drakensberg montane grasslands, woodlands and forests
Aepyceros melampus	42	Angolan Mopane woodlands
Aepyceros melampus	42	Kalahari Acacia-Baikiaea woodlands
Aepyceros melampus	42	Itigi-Sumbu thicket
Aepyceros melampus	42	Eastern Miombo woodlands
Aepyceros melampus	42	Central Zambezian Miombo woodlands
Aepyceros melampus	42	Zambezian and Mopane woodlands
Aepyceros melampus	42	Southern Miombo woodlands
Aepyceros melampus	42	Serengeti volcanic grasslands
Aepyceros melampus	42	Northern Acacia-Commiphora bushlands and thickets
Aepyceros melampus	42	Southern Africa bushveld
Aepyceros melampus	42	Southern Acacia-Commiphora bushlands and thickets
Aepyceros melampus	42	Maputaland coastal forest mosaic
Aepyceros melampus	43	35.3
Aepyceros melampus	44	21.636
Aepyceros melampus	45	26.27
Aepyceros melampus	45	11.71
Aepyceros melampus	45	40.84
Aepyceros melampus	46	52500
Aepyceros melampus	46	5550
Aepyceros melampus	46	15900
Alcelaphus buselaphus	32	47894.46
Alcelaphus buselaphus	32	12500
Alcelaphus buselaphus	32	160937.86
Alcelaphus buselaphus	31	leaves of herbaceous plants
Alcelaphus buselaphus	31	leaves
Alcelaphus buselaphus	31	plants
Alcelaphus buselaphus	30	extant
Alcelaphus buselaphus	34	2.588
Alcelaphus buselaphus	28	Egypt
Alcelaphus buselaphus	28	Ivory Coast
Alcelaphus buselaphus	28	Argentina
Alcelaphus buselaphus	28	Angola
Alcelaphus buselaphus	28	Chad
Alcelaphus buselaphus	28	Democratic Republic of the Congo
Alcelaphus buselaphus	28	Cameroon
Alcelaphus buselaphus	28	Burkina
Alcelaphus buselaphus	28	Botswana
Alcelaphus buselaphus	28	Benin
Alcelaphus buselaphus	28	Ghana
Alcelaphus buselaphus	28	Ethiopia
Alcelaphus buselaphus	28	Mozambique
Alcelaphus buselaphus	28	Libya
Alcelaphus buselaphus	28	Lesotho
Alcelaphus buselaphus	28	Malawi
Alcelaphus buselaphus	28	Kenya
Alcelaphus buselaphus	28	Niger
Alcelaphus buselaphus	28	Zimbabwe
Alcelaphus buselaphus	28	Zambia
Alcelaphus buselaphus	28	Uganda
Alcelaphus buselaphus	28	Swaziland
Alcelaphus buselaphus	28	Sudan
Alcelaphus buselaphus	28	South Africa
Alcelaphus buselaphus	28	Somalia
Alcelaphus buselaphus	28	Indian Ocean
Alcelaphus buselaphus	28	South Atlantic
Alcelaphus buselaphus	27	1974.99
Alcelaphus buselaphus	26	herbivore
Alcelaphus buselaphus	29	fossorial and/or ground dwelling only
Alcelaphus buselaphus	40	-6.03
Alcelaphus buselaphus	40	5.81
Alcelaphus buselaphus	40	17.65
Alcelaphus buselaphus	41	93.92
Alcelaphus buselaphus	39	193
Alcelaphus buselaphus	39	188.73
Alcelaphus buselaphus	46	159000
Alcelaphus buselaphus	46	9050
Alcelaphus buselaphus	45	15.05
Alcelaphus buselaphus	45	-15.68
Alcelaphus buselaphus	45	45.78
Alcelaphus buselaphus	44	24.71
Alcelaphus buselaphus	42	Kalahari xeric savanna
Alcelaphus buselaphus	42	Saharan flooded grasslands
Alcelaphus buselaphus	42	Albany thickets
Alcelaphus buselaphus	42	Montane fynbos and renosterveld
Alcelaphus buselaphus	42	Highveld grasslands
Alcelaphus buselaphus	42	Southern Acacia-Commiphora bushlands and thickets
Alcelaphus buselaphus	42	Southern Africa bushveld
Alcelaphus buselaphus	42	Serengeti volcanic grasslands
Alcelaphus buselaphus	42	Somali Acacia-Commiphora bushlands and thickets
Alcelaphus buselaphus	42	Zambezian Baikiaea woodlands
Alcelaphus buselaphus	42	Victoria Basin forest-savanna mosaic
Alcelaphus buselaphus	42	West Sudanian savanna
Alcelaphus buselaphus	42	Kalahari Acacia-Baikiaea woodlands
Alcelaphus buselaphus	42	Guinean forest-savanna mosaic
Alcelaphus buselaphus	42	East Sudanian savanna
Alcelaphus buselaphus	42	Angolan Mopane woodlands
Alcelaphus buselaphus	42	Sahelian Acacia savanna
Alcelaphus buselaphus	42	Northern Congolian forest-savanna mosaic
Alcelaphus buselaphus	42	Northern Acacia-Commiphora bushlands and thickets
Alcelaphus buselaphus	42	Mandara Plateau mosaic
Alcelaphus buselaphus	36	4706770.4
Alcelaphus buselaphus	35	diurnal
Alcelaphus buselaphus	9	242.66
Alcelaphus buselaphus	12	247
Alcelaphus buselaphus	11	terrestrial habitat
Alcelaphus buselaphus	4	240
Alcelaphus buselaphus	3	hydroxylapatite
Alcelaphus buselaphus	2	the Afrotropics
Alcelaphus buselaphus	1	grazer
Alcelaphus buselaphus	8	3.65
Alcelaphus buselaphus	7	least concern
Alcelaphus buselaphus	6	Pleistocene Epoch
Alcelaphus buselaphus	5	927.7
Alcelaphus buselaphus	22	actively mobile
Alcelaphus buselaphus	21	0
Alcelaphus buselaphus	21	35.08
Alcelaphus buselaphus	21	1
Alcelaphus buselaphus	19	22.5
Alcelaphus buselaphus	20	1598.47
Alcelaphus buselaphus	25	730
Alcelaphus buselaphus	25	827.6900000000001
Alcelaphus buselaphus	24	grassland
Alcelaphus buselaphus	24	plateau
Alcelaphus buselaphus	24	woodland area
Alcelaphus buselaphus	24	scrubland
Alcelaphus buselaphus	24	savanna biome
Alcelaphus buselaphus	24	farm
Alcelaphus buselaphus	24	wet forest
Alcelaphus buselaphus	24	savanna
Alcelaphus buselaphus	24	desert
Alcelaphus buselaphus	24	terrestrial
Alcelaphus buselaphus	24	forest
Alcelaphus buselaphus	24	terrestrial habitat
Alcelaphus buselaphus	15	viviparous
Alcelaphus buselaphus	14	1
Alcelaphus buselaphus	13	957.29
Alcelaphus buselaphus	17	Holocene Epoch
Alcelaphus buselaphus	18	365
Alcelaphus buselaphus	18	345.5
Alcelaphus buselaphus	16	1.59
Alcelaphus buselaphus	16	2.73
Alces machlis	29	fossorial and/or ground dwelling only
Alces machlis	6	Pleistocene Epoch
Alces machlis	17	Holocene Epoch
Alces machlis	3	hydroxylapatite
Alces machlis	15	viviparous
Alces machlis	1	browser
Alces machlis	1	grazer
Alces machlis	24	terrestrial habitat
Alces machlis	34	2.588
Alces machlis	22	actively mobile
Alces machlis	30	extant
Antidorcas marsupialis	23	0.0137
Antidorcas marsupialis	21	0
Antidorcas marsupialis	21	2.06
Antidorcas marsupialis	21	0
Antidorcas marsupialis	22	actively mobile
Antidorcas marsupialis	20	1328.86
Antidorcas marsupialis	19	19.8
Antidorcas marsupialis	25	213
Antidorcas marsupialis	25	400
Antidorcas marsupialis	25	331.73
Antidorcas marsupialis	24	farm
Antidorcas marsupialis	24	scrubland
Antidorcas marsupialis	24	savanna
Antidorcas marsupialis	24	terrestrial
Antidorcas marsupialis	24	dry lake
Antidorcas marsupialis	24	desert
Antidorcas marsupialis	24	river bed
Antidorcas marsupialis	24	grassland
Antidorcas marsupialis	24	coastal
Antidorcas marsupialis	24	terrestrial habitat
Antidorcas marsupialis	13	377.23
Antidorcas marsupialis	15	viviparous
Antidorcas marsupialis	14	1
Antidorcas marsupialis	18	365
Antidorcas marsupialis	18	365
Antidorcas marsupialis	17	Holocene Epoch
Antidorcas marsupialis	9	169.49
Antidorcas marsupialis	10	1.5
Antidorcas marsupialis	10	1
Antidorcas marsupialis	11	terrestrial habitat
Antidorcas marsupialis	12	168
Antidorcas marsupialis	2	the Afrotropics
Antidorcas marsupialis	3	hydroxylapatite
Antidorcas marsupialis	4	240
Antidorcas marsupialis	1	browser
Antidorcas marsupialis	1	grazer
Antidorcas marsupialis	7	least concern
Antidorcas marsupialis	8	10.69
Antidorcas marsupialis	6	Neogenen Period
Antidorcas marsupialis	40	-28.97
Antidorcas marsupialis	40	-20.74
Antidorcas marsupialis	40	-12.52
Antidorcas marsupialis	41	24
Antidorcas marsupialis	39	121
Antidorcas marsupialis	39	57.45
Antidorcas marsupialis	46	39000
Antidorcas marsupialis	46	4160
Antidorcas marsupialis	44	19.015
Antidorcas marsupialis	42	Namibian savanna woodlands
Antidorcas marsupialis	42	Namib desert
Antidorcas marsupialis	42	Nama Karoo
Antidorcas marsupialis	42	Kaokoveld desert
Antidorcas marsupialis	42	Kalahari xeric savanna
Antidorcas marsupialis	42	Succulent Karoo
Antidorcas marsupialis	42	Etosha Pan halophytics
Antidorcas marsupialis	42	Highveld grasslands
Antidorcas marsupialis	42	Angolan Mopane woodlands
Antidorcas marsupialis	42	Kalahari Acacia-Baikiaea woodlands
Antidorcas marsupialis	42	Southern Africa bushveld
Antidorcas marsupialis	43	19.8
Antidorcas marsupialis	45	19.66
Antidorcas marsupialis	45	11.71
Antidorcas marsupialis	45	27.61
Antidorcas marsupialis	36	1066805.09
Antidorcas marsupialis	35	nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular
Antidorcas marsupialis	37	protein
Antidorcas marsupialis	38	carbohydrate
Antidorcas marsupialis	32	3841.48
Antidorcas marsupialis	32	33571.24
Antidorcas marsupialis	31	leaves of herbaceous plants
Antidorcas marsupialis	31	leaves of woody plants
Antidorcas marsupialis	31	leaves
Antidorcas marsupialis	31	plants
Antidorcas marsupialis	30	extant
Antidorcas marsupialis	47	312.55
Antidorcas marsupialis	34	23.03
Antidorcas marsupialis	33	8.699999999999999
Antidorcas marsupialis	33	12
Antidorcas marsupialis	27	1055
Antidorcas marsupialis	28	Brazil
Antidorcas marsupialis	28	Argentina
Antidorcas marsupialis	28	Angola
Antidorcas marsupialis	28	Botswana
Antidorcas marsupialis	28	Mexico
Antidorcas marsupialis	28	Lesotho
Antidorcas marsupialis	28	Zimbabwe
Antidorcas marsupialis	28	Swaziland
Antidorcas marsupialis	28	South Africa
Antidorcas marsupialis	28	Indian Ocean
Antidorcas marsupialis	28	South Atlantic
Antidorcas marsupialis	26	herbivore
Antidorcas marsupialis	29	fossorial and/or ground dwelling only
Antilocapra americana	33	20.7
Antilocapra americana	33	9.6
Antilocapra americana	33	13
Antilocapra americana	34	2.588
Antilocapra americana	47	311.15
Antilocapra americana	30	extant
Antilocapra americana	48	50.973
Antilocapra americana	31	leaves of herbaceous plants
Antilocapra americana	31	leaves of woody plants
Antilocapra americana	31	leaves
Antilocapra americana	31	plants
Antilocapra americana	32	34779.3
Antilocapra americana	32	9662
Antilocapra americana	32	3454.7
Antilocapra americana	32	47450.01
Antilocapra americana	29	fossorial and/or ground dwelling only
Antilocapra americana	26	herbivore
Antilocapra americana	27	1310
Antilocapra americana	28	Canada
Antilocapra americana	28	Mexico
Antilocapra americana	28	United States
Antilocapra americana	28	North Pacific
Antilocapra americana	49	8960
Antilocapra americana	42	Snake-Columbia shrub steppe
Antilocapra americana	42	Meseta Central matorral
Antilocapra americana	42	Wyoming Basin shrub steppe
Antilocapra americana	42	Sonoran desert
Antilocapra americana	42	Chihuahuan desert
Antilocapra americana	42	Baja California desert
Antilocapra americana	42	Great Basin shrub steppe
Antilocapra americana	42	Colorado Plateau shrublands
Antilocapra americana	42	Colorado Rockies forests
Antilocapra americana	42	Arizona Mountains forests
Antilocapra americana	42	Great Basin montane forests
Antilocapra americana	42	Eastern Cascades forests
Antilocapra americana	42	South Central Rockies forests
Antilocapra americana	42	Sierra Nevada forests
Antilocapra americana	42	Wasatch and Uinta montane forests
Antilocapra americana	42	Texas blackland prairies
Antilocapra americana	42	Palouse grasslands
Antilocapra americana	42	Northern short grasslands
Antilocapra americana	42	Northern mixed grasslands
Antilocapra americana	42	Western short grasslands
Antilocapra americana	42	Central tall grasslands
Antilocapra americana	42	Edwards Plateau savanna
Antilocapra americana	42	Montana Valley and Foothill grasslands
Antilocapra americana	42	Nebraska Sand Hills mixed grasslands
Antilocapra americana	42	Central and Southern mixed grasslands
Antilocapra americana	42	Sierra Madre Oriental pine-oak forests
Antilocapra americana	42	Sierra Madre Occidental pine-oak forests
Antilocapra americana	43	24.9
Antilocapra americana	43	35.5
Antilocapra americana	43	26.28
Antilocapra americana	44	9.076000000000001
Antilocapra americana	45	-108.14
Antilocapra americana	45	-121.25
Antilocapra americana	45	-95.02
Antilocapra americana	46	46100
Antilocapra americana	46	3000
Antilocapra americana	46	8900
Antilocapra americana	39	91
Antilocapra americana	39	87.54000000000001
Antilocapra americana	50	octadecanoic acid
Antilocapra americana	50	tetradecanoic acid
Antilocapra americana	50	pentadecanoic acid
Antilocapra americana	50	hexadecanoic acid
Antilocapra americana	50	hexanoic acid
Antilocapra americana	50	butyric acid
Antilocapra americana	50	octanoic acid
Antilocapra americana	50	decanoic acid
Antilocapra americana	50	dodecanoic acid
Antilocapra americana	41	29.88
Antilocapra americana	40	23.04
Antilocapra americana	40	37.21
Antilocapra americana	40	51.37
Antilocapra americana	37	protein
Antilocapra americana	38	carbohydrate
Antilocapra americana	36	2009745.94
Antilocapra americana	11	terrestrial habitat
Antilocapra americana	12	235
Antilocapra americana	10	1.37
Antilocapra americana	10	1.3
Antilocapra americana	10	1.5
Antilocapra americana	9	247.99
Antilocapra americana	5	365
Antilocapra americana	6	Pleistocene Epoch
Antilocapra americana	7	least concern
Antilocapra americana	8	0.82
Antilocapra americana	1	browser
Antilocapra americana	1	grazer
Antilocapra americana	3	hydroxylapatite
Antilocapra americana	2	the Nearctic
Antilocapra americana	4	144
Antilocapra americana	24	woodland area
Antilocapra americana	24	prairie
Antilocapra americana	24	desert
Antilocapra americana	24	shrubland
Antilocapra americana	24	juniper woodland
Antilocapra americana	24	scrubland
Antilocapra americana	24	grassland
Antilocapra americana	24	coastal
Antilocapra americana	24	terrestrial
Antilocapra americana	24	savanna
Antilocapra americana	24	freshwater
Antilocapra americana	24	mountain
Antilocapra americana	24	dune
Antilocapra americana	24	rangeland biome
Antilocapra americana	24	steppe
Antilocapra americana	24	arid
Antilocapra americana	24	chaparral
Antilocapra americana	24	lake
Antilocapra americana	24	meadow
Antilocapra americana	24	plateau
Antilocapra americana	24	temperate
Antilocapra americana	24	terrestrial habitat
Antilocapra americana	25	547
Antilocapra americana	25	547
Antilocapra americana	25	534.6799999999999
Antilocapra americana	20	870.35
Antilocapra americana	19	15.5
Antilocapra americana	22	actively mobile
Antilocapra americana	21	0
Antilocapra americana	21	6.77
Antilocapra americana	21	0
Antilocapra americana	23	0.0083
Antilocapra americana	16	9.529999999999999
Antilocapra americana	16	8.050000000000001
Antilocapra americana	17	Holocene Epoch
Antilocapra americana	18	365
Antilocapra americana	18	365
Antilocapra americana	13	435.07
Antilocapra americana	14	1
Antilope cervicapra	4	243
Antilope cervicapra	3	hydroxylapatite
Antilope cervicapra	2	the Indo-Malayan Realm
Antilope cervicapra	1	grazer
Antilope cervicapra	1	browser
Antilope cervicapra	8	4.25
Antilope cervicapra	7	near threatened
Antilope cervicapra	5	669.16
Antilope cervicapra	9	166.59
Antilope cervicapra	12	168
Antilope cervicapra	11	terrestrial habitat
Antilope cervicapra	14	1.9
Antilope cervicapra	15	viviparous
Antilope cervicapra	13	688.1
Antilope cervicapra	18	231
Antilope cervicapra	18	212.56
Antilope cervicapra	16	0.62
Antilope cervicapra	21	33
Antilope cervicapra	21	284.26
Antilope cervicapra	21	79
Antilope cervicapra	22	actively mobile
Antilope cervicapra	19	23.9
Antilope cervicapra	20	1447
Antilope cervicapra	25	466
Antilope cervicapra	25	700.04
Antilope cervicapra	24	desert
Antilope cervicapra	24	terrestrial
Antilope cervicapra	24	grassland
Antilope cervicapra	24	woodland area
Antilope cervicapra	24	surface water
Antilope cervicapra	24	deciduous forest
Antilope cervicapra	24	scrubland
Antilope cervicapra	24	pasture
Antilope cervicapra	24	forest
Antilope cervicapra	24	coastal
Antilope cervicapra	24	savanna
Antilope cervicapra	24	terrestrial habitat
Antilope cervicapra	28	Brazil
Antilope cervicapra	28	India
Antilope cervicapra	28	Argentina
Antilope cervicapra	28	Mexico
Antilope cervicapra	28	Nepal
Antilope cervicapra	27	1250
Antilope cervicapra	26	herbivore
Antilope cervicapra	29	fossorial and/or ground dwelling only
Antilope cervicapra	31	leaves of herbaceous plants
Antilope cervicapra	31	leaves
Antilope cervicapra	31	plants
Antilope cervicapra	32	3386.14
Antilope cervicapra	32	36301.1
Antilope cervicapra	30	extant
Antilope cervicapra	33	9.27
Antilope cervicapra	36	1248646.6
Antilope cervicapra	38	carbohydrate
Antilope cervicapra	37	protein
Antilope cervicapra	41	76.83
Antilope cervicapra	40	8.06
Antilope cervicapra	40	18.75
Antilope cervicapra	40	29.43
Antilope cervicapra	50	octadecanoic acid
Antilope cervicapra	50	tetradecanoic acid
Antilope cervicapra	50	hexadecanoic acid
Antilope cervicapra	50	butyric acid
Antilope cervicapra	50	hexanoic acid
Antilope cervicapra	50	octanoic acid
Antilope cervicapra	50	decanoic acid
Antilope cervicapra	50	dodecanoic acid
Antilope cervicapra	39	60
Antilope cervicapra	39	59.5
Antilope cervicapra	46	3850
Antilope cervicapra	46	37500
Antilope cervicapra	45	76.56
Antilope cervicapra	45	68.91
Antilope cervicapra	45	84.2
Antilope cervicapra	42	Northwestern thorn scrub forests
Antilope cervicapra	42	Thar desert
Antilope cervicapra	42	Deccan thorn scrub forests
Antilope cervicapra	42	Rann of Kutch seasonal salt marsh
Antilope cervicapra	42	Indus River Delta-Arabian Sea mangroves
Antilope cervicapra	42	South Deccan Plateau dry deciduous forests
Antilope cervicapra	42	Narmada Valley dry deciduous forests
Antilope cervicapra	42	Khathiar-Gir dry deciduous forests
Antilope cervicapra	42	East Deccan dry-evergreen forests
Antilope cervicapra	42	Chhota-Nagpur dry deciduous forests
Antilope cervicapra	42	Central Deccan Plateau dry deciduous forests
Antilope cervicapra	42	Lower Gangetic Plains moist deciduous forests
Antilope cervicapra	42	Upper Gangetic Plains moist deciduous forests
Antilope cervicapra	42	Eastern highlands moist deciduous forests
Antilope cervicapra	44	25.663
Antilope cervicapra	51	contiguous United States
Antilope cervicapra	43	20.85
Axis axis	7	least concern
Axis axis	8	6.69
Axis axis	1	grazer
Axis axis	3	hydroxylapatite
Axis axis	2	the Indo-Malayan Realm
Axis axis	4	249.6
Axis axis	11	terrestrial habitat
Axis axis	12	226
Axis axis	9	227.49
Axis axis	52	Sri Lanka
Axis axis	52	India
Axis axis	52	Nepal
Axis axis	16	2.67
Axis axis	16	0.67
Axis axis	18	426
Axis axis	18	425.83
Axis axis	13	814.1
Axis axis	15	viviparous
Axis axis	24	tropical
Axis axis	24	forest
Axis axis	24	terrestrial
Axis axis	24	hill
Axis axis	24	scrubland
Axis axis	24	clearing
Axis axis	24	alluvial plain
Axis axis	24	grassland
Axis axis	24	reservoir
Axis axis	24	wet forest
Axis axis	24	deciduous forest
Axis axis	24	plantation
Axis axis	24	meadow
Axis axis	24	montane
Axis axis	24	savanna
Axis axis	24	valley
Axis axis	24	coastal
Axis axis	24	stream
Axis axis	24	desert
Axis axis	24	mixed forest biome
Axis axis	24	anthropogenic habitat
Axis axis	24	shrubland
Axis axis	24	mountain
Axis axis	24	swamp
Axis axis	24	terrestrial habitat
Axis axis	25	766
Axis axis	25	913
Axis axis	25	543.6799999999999
Axis axis	19	20.8
Axis axis	20	1480.62
Axis axis	22	actively mobile
Axis axis	21	22
Axis axis	21	361.47
Axis axis	21	93
Axis axis	26	herbivore
Axis axis	28	Japan
Axis axis	28	Bangladesh
Axis axis	28	Nepal
Axis axis	28	Australia
Axis axis	28	Argentina
Axis axis	28	Croatia
Axis axis	28	Sri Lanka
Axis axis	28	India
Axis axis	28	gazetteer php p details id australia
Axis axis	28	Indonesia
Axis axis	28	Germany
Axis axis	28	France
Axis axis	28	Sweden
Axis axis	28	North Pacific
Axis axis	28	Indian Ocean
Axis axis	53	Hawaii
Axis axis	53	Missouri
Axis axis	53	Argentina
Axis axis	53	Australia
Axis axis	53	Tennessee
Axis axis	53	Illinois
Axis axis	53	United States
Axis axis	53	New Jersey
Axis axis	53	Texas
Axis axis	53	New York
Axis axis	53	Michigan
Axis axis	53	Florida
Axis axis	53	Mississippi
Axis axis	53	Oklahoma
Axis axis	53	Croatia
Axis axis	53	California
Axis axis	53	Louisiana
Axis axis	47	312.35
Axis axis	30	extant
Axis axis	31	leaves of herbaceous plants
Axis axis	31	leaves
Axis axis	31	plants
Axis axis	32	3156.86
Axis axis	32	69499.99000000001
Axis axis	54	Nepal
Axis axis	54	Sri Lanka
Axis axis	54	India
Axis axis	36	2041090.04
Axis axis	42	Orissa semi-evergreen forests
Axis axis	42	South Western Ghats moist deciduous forests
Axis axis	42	South Western Ghats montane rain forests
Axis axis	42	Sri Lanka lowland rain forests
Axis axis	42	Sri Lanka montane rain forests
Axis axis	42	Sundarbans freshwater swamp forests
Axis axis	42	Upper Gangetic Plains moist deciduous forests
Axis axis	42	Central Deccan Plateau dry deciduous forests
Axis axis	42	Chhota-Nagpur dry deciduous forests
Axis axis	42	East Deccan dry-evergreen forests
Axis axis	42	Khathiar-Gir dry deciduous forests
Axis axis	42	Narmada Valley dry deciduous forests
Axis axis	42	Northern dry deciduous forests
Axis axis	42	South Deccan Plateau dry deciduous forests
Axis axis	42	Sri Lanka dry-zone dry evergreen forests
Axis axis	42	Terai-Duar savanna and grasslands
Axis axis	42	Goadavari-Krishna mangroves
Axis axis	42	Deccan thorn scrub forests
Axis axis	42	Sundarbans mangroves
Axis axis	42	Himalayan subtropical broadleaf forests
Axis axis	42	Eastern highlands moist deciduous forests
Axis axis	42	North Western Ghats montane rain forests
Axis axis	42	North Western Ghats moist deciduous forests
Axis axis	42	Malabar Coast moist forests
Axis axis	42	Lower Gangetic Plains moist deciduous forests
Axis axis	51	contiguous United States
Axis axis	51	Hawaii
Axis axis	51	Tennessee
Axis axis	51	Michigan
Axis axis	51	United States
Axis axis	51	Argentina
Axis axis	51	Louisiana
Axis axis	51	California
Axis axis	51	Florida
Axis axis	51	Oklahoma
Axis axis	51	Croatia
Axis axis	51	Missouri
Axis axis	51	Australia
Axis axis	51	Texas
Axis axis	51	New York
Axis axis	51	New Jersey
Axis axis	51	Mississippi
Axis axis	51	Illinois
Axis axis	44	25.661
Axis axis	45	81.45999999999999
Axis axis	45	73.11
Axis axis	45	89.81999999999999
Axis axis	46	3144
Axis axis	46	36000
Axis axis	39	122
Axis axis	39	121.66
Axis axis	55	leaves of woody plants
Axis axis	55	fruit
Axis axis	41	96.14
Axis axis	40	5.91
Axis axis	40	17.25
Axis axis	40	28.58
Axis kuhlii	11	terrestrial habitat
Axis kuhlii	12	227
Axis kuhlii	32	54999.99
Axis kuhlii	31	leaves of herbaceous plants
Axis kuhlii	31	leaves
Axis kuhlii	31	plants
Axis kuhlii	9	227.49
Axis kuhlii	30	extant
Axis kuhlii	7	critically endangered
Axis kuhlii	8	4.44
Axis kuhlii	27	1375
Axis kuhlii	2	the Indo-Malayan Realm
Axis kuhlii	3	hydroxylapatite
Axis kuhlii	26	herbivore
Axis kuhlii	1	grazer
Axis kuhlii	46	55000
Axis kuhlii	24	forest
Axis kuhlii	24	terrestrial
Axis kuhlii	24	mountain range
Axis kuhlii	24	hill
Axis kuhlii	24	beach
Axis kuhlii	24	grassland
Axis kuhlii	24	marsh
Axis kuhlii	24	coastal
Axis kuhlii	24	agricultural
Axis kuhlii	24	terrestrial habitat
Axis kuhlii	42	Eastern Java-Bali rain forests
Axis kuhlii	45	112.64
Axis kuhlii	45	112.56
Axis kuhlii	45	112.73
Axis kuhlii	22	actively mobile
Axis kuhlii	21	625
Axis kuhlii	21	625
Axis kuhlii	21	625
Axis kuhlii	40	-5.86
Axis kuhlii	40	-5.79
Axis kuhlii	40	-5.72
Axis kuhlii	19	17.8
Axis kuhlii	36	197.86
Axis kuhlii	14	1.3
Axis kuhlii	15	viviparous
Axis kuhlii	35	diurnal
Babyrousa babyrussa	14	2
Babyrousa babyrussa	22	actively mobile
Babyrousa babyrussa	21	5
Babyrousa babyrussa	21	12.93
Babyrousa babyrussa	21	5
Babyrousa babyrussa	19	22.9
Babyrousa babyrussa	25	548
Babyrousa babyrussa	25	548
Babyrousa babyrussa	25	362.5
Babyrousa babyrussa	24	terrestrial
Babyrousa babyrussa	24	wet forest
Babyrousa babyrussa	24	freshwater
Babyrousa babyrussa	24	scrubland
Babyrousa babyrussa	24	pond
Babyrousa babyrussa	24	lake
Babyrousa babyrussa	24	river bank
Babyrousa babyrussa	24	Small river biome
Babyrousa babyrussa	24	Large river biome
Babyrousa babyrussa	24	forest
Babyrousa babyrussa	24	mud
Babyrousa babyrussa	24	volcanic field
Babyrousa babyrussa	24	tropical moist broadleaf forest biome
Babyrousa babyrussa	24	terrestrial habitat
Babyrousa babyrussa	3	hydroxylapatite
Babyrousa babyrussa	2	Australasia
Babyrousa babyrussa	4	288
Babyrousa babyrussa	56	0.0117
Babyrousa babyrussa	7	vulnerable
Babyrousa babyrussa	6	Pleistocene Epoch
Babyrousa babyrussa	9	156.5
Babyrousa babyrussa	11	terrestrial habitat
Babyrousa babyrussa	11	freshwater habitat
Babyrousa babyrussa	12	153
Babyrousa babyrussa	36	13309.7
Babyrousa babyrussa	35	diurnal
Babyrousa babyrussa	41	281.24
Babyrousa babyrussa	40	-3.84
Babyrousa babyrussa	40	-2.73
Babyrousa babyrussa	40	-1.62
